 Togm_CGC_planar Vogm_CGC_planar Togm_icm Vogm_icm Togm_kl Vogm_kl Togm_lf1 Vogm_lf1 Togm_mcfusion_HC_BASE Vogm_mcfusion_HC_BASE Togm_mcfusion_HC_BASE_CGCF Vogm_mcfusion_HC_BASE_CGCF Togm_mcfusion_HC_CGC Vogm_mcfusion_HC_CGC Togm_mcfusion_HC_CGC_CGCF Vogm_mcfusion_HC_CGC_CGCF Togm_mcfusion_HC_MC Vogm_mcfusion_HC_MC Togm_mcfusion_HC_MC_CGCF Vogm_mcfusion_HC_MC_CGCF Togm_mcfusion_WS_BASE Vogm_mcfusion_WS_BASE Togm_mcfusion_WS_BASE_CGCF Vogm_mcfusion_WS_BASE_CGCF Togm_mcfusion_WS_CGC Vogm_mcfusion_WS_CGC Togm_mcfusion_WS_CGC_CGCF Vogm_mcfusion_WS_CGC_CGCF Togm_mcfusion_WS_MC Vogm_mcfusion_WS_MC Togm_mcfusion_WS_MC_CGCF Vogm_mcfusion_WS_MC_CGCF TMC_CC VMC_CC TMC_CCFDB VMC_CCFDB TMC_CCFDB_OWC VMC_CCFDB_OWC TMC_CCFDB_CCIFD VMC_CCFDB_CCIFD TMC_CCI VMC_CCI TMC_CCIFD VMC_CCIFD 
 0.2727 3.3582 3.6716 401.5346 0.6965 165.7118 1.1651 401.5346 0.1218 1025.6453 0.1280 669.8723 0.8127 1.9592 0.8170 1.9592 28.6533 0.6303 28.2195 0.6303 0.0503 2414.0657 0.6802 23.4771 0.9570 5.0864 1.0422 5.0864 19.8368 4.8474 19.3691 4.8474 2.0816 9.0984 1.0807 9.0984 1.1466 9.0984 1.5125 0.0001 1.4944 0.0001 1.0294 0.0001 
 0.3191 1.6111 8.2702 364.4839 2.1836 292.8560 2.7587 364.2877 0.1827 1532.8998 0.1922 870.9613 2.9042 0.9654 2.9094 0.9654 27.7088 0.0001 27.8786 0.0001 0.0768 4311.5426 0.4651 17.2878 1.6021 2.8226 1.7162 1.4356 19.8491 0.7484 20.5294 0.2955 8.3522 3.1403 7.7359 3.1403 7.9832 3.1403 8.3662 0.0001 1.7537 0.0001 2.9072 0.0001 
 0.0249 0.0669 0.4109 103.3471 0.0385 51.7213 0.1464 103.3471 0.0377 315.6127 0.0399 184.2723 0.0965 0.0669 0.0974 0.0669 1.5647 0.0001 1.7021 0.0001 0.0156 822.4879 0.0519 2.2350 0.1428 0.0669 0.1582 0.0669 1.2158 0.0001 1.1082 0.0001 0.1662 1.7513 0.0716 1.7513 0.0735 1.7513 0.1103 0.0001 0.0552 0.0001 0.1716 0.0001 
 0.0191 0.0001 0.1627 80.7739 0.0114 26.6833 0.0555 80.7739 0.0265 291.4034 0.0294 149.6121 0.0486 0.0001 0.0495 0.0001 0.1926 0.0001 0.1920 0.0001 0.0106 500.6578 0.0400 1.6581 0.0554 2.2657 0.0695 0.0001 0.3008 2.2657 0.3272 0.0001 0.0452 0.0001 0.0169 0.0001 0.0167 0.0001 0.0177 0.0001 0.0216 0.0001 0.0171 0.0001 
 0.0768 1.9744 2.2718 319.2945 0.7052 191.2223 0.8044 319.2945 0.0892 755.1019 0.0930 418.2302 0.7085 0.4772 0.7107 0.4772 5.6568 0.4772 6.0037 0.4772 0.0374 1958.0504 0.1176 22.9751 0.4932 2.9778 0.5174 2.1367 4.5303 1.4173 4.5902 0.9844 0.9090 4.9061 0.2811 4.9061 0.2946 4.9061 0.7924 0.0001 0.8717 0.0001 1.0059 0.0001 
 0.2964 1.0294 5.7017 302.2677 2.5084 132.3456 1.9068 302.2677 0.1471 1365.4483 0.1564 912.6545 0.7508 0.9334 0.7559 0.9334 7.9379 0.5931 7.8535 0.5931 0.0609 2970.0063 1.6110 19.2973 1.3709 0.9334 1.5634 0.9334 6.6525 0.0001 6.7091 0.0001 3.0811 4.7795 1.4042 4.7795 1.3240 4.7795 1.5764 0.0001 2.4708 0.0001 1.9248 0.0001 
 1.5607 5.4121 13.6830 254.8337 4.7129 234.0724 4.5094 254.8337 0.2794 2378.4418 0.2959 1882.2455 4.4917 0.0670 4.5512 0.0670 3.6086 0.0001 3.6549 0.0001 0.1145 3232.6985 6.7314 13.4464 3.6678 8.6121 9.0470 0.0670 3.8118 5.1540 7.3943 0.0001 43.3990 1.3484 24.0907 1.3484 22.9544 1.3484 24.7063 0.0001 4.7678 0.0001 6.1828 0.0001 
 0.2346 3.6829 3.1494 216.7678 1.3085 144.1090 1.0474 216.7678 0.1117 1039.2021 0.1193 520.6872 0.6398 0.8667 0.6457 0.8667 1.5016 0.8667 1.4941 0.8667 0.0471 2405.3759 0.3866 14.8309 1.0067 0.8667 1.0757 0.8667 1.8723 0.0001 1.9313 0.0001 1.6709 0.0001 0.8088 0.0001 0.8092 0.0001 0.8143 0.0001 1.3763 0.0001 1.1376 0.0001 
 0.0963 0.0001 0.7708 280.5715 0.1130 108.2842 0.2658 280.5715 0.0576 563.4572 0.0625 400.4655 0.2183 0.0001 0.2210 0.0001 0.4653 0.0001 0.4772 0.0001 0.0246 1279.1784 0.1723 6.8293 0.2657 1.5789 0.3171 1.5789 0.7222 0.0321 0.7731 0.0321 0.5315 0.0001 0.3815 0.0001 0.3801 0.0001 0.3751 0.0001 0.1321 0.0001 0.1710 0.0001 
 0.0909 0.0163 0.6673 183.1346 0.0582 117.3212 0.2274 183.1346 0.0500 489.0804 0.0523 393.5671 0.1908 0.0001 0.1928 0.0001 0.3839 0.0001 0.3937 0.0001 0.0221 1042.4609 0.1003 3.7187 0.1730 0.0001 0.2111 0.0001 0.9979 0.0001 1.0782 0.0001 0.6020 0.4478 0.3797 0.4478 0.3873 0.4478 0.4246 0.0001 0.4509 0.0001 0.4395 0.0001 
 0.0222 0.8433 0.4864 126.5936 0.0544 65.4733 0.1805 126.5936 0.0385 299.5355 0.0400 195.7549 0.1417 0.0001 0.1423 0.0001 0.3341 0.0001 0.3432 0.0001 0.0160 1051.0303 0.0327 7.7977 0.2460 0.8267 0.2526 0.8267 0.5177 0.1475 0.5272 0.1475 0.1294 0.0001 0.0348 0.0001 0.0349 0.0001 0.0343 0.0001 0.0527 0.0001 0.0890 0.0001 
 0.0393 1.6342 0.4232 61.4782 0.0803 29.5096 0.1409 61.4782 0.0383 323.8670 0.0415 155.9579 0.1190 1.6342 0.1204 1.6342 0.8032 0.0001 0.7106 0.0001 0.0149 680.7368 0.1220 0.4887 0.1336 0.4887 0.1668 0.4887 0.9452 0.0001 1.0394 0.0001 0.4838 5.9890 0.2079 5.9890 0.2113 5.9890 0.2388 0.0001 0.2794 0.0001 0.2958 0.0001 
 0.0622 0.0001 1.6860 185.6711 0.1343 39.0232 0.5562 185.6711 0.0707 356.1923 0.0729 201.5432 0.2887 0.0001 0.2900 0.0001 0.3990 0.0001 0.4024 0.0001 0.0321 3061.6252 0.0744 1.2745 0.3909 4.6792 0.4081 0.0001 0.5602 4.6792 0.5696 4.0092 0.3108 0.0001 0.0459 0.0001 0.0458 0.0001 0.0455 0.0001 0.1006 0.0001 0.0980 0.0001 
 0.4266 4.6074 9.3427 401.3110 4.4071 355.5836 3.1075 401.3110 0.2060 1649.2625 0.2172 1088.3076 2.3921 1.5062 2.4313 1.5062 4.0184 0.0001 4.0664 0.0001 0.0853 3244.0539 1.5755 12.4447 3.6719 1.0972 3.9496 1.0972 12.1756 0.5350 12.6174 0.0001 19.1224 13.6361 8.4099 13.6361 8.5967 13.6361 9.7437 0.0001 6.0611 0.0001 4.8964 0.0001 
 0.1175 1.1845 2.4607 280.0508 0.7308 236.3732 0.8266 280.0508 0.1004 822.8365 0.1037 617.0742 0.5105 0.0001 0.5164 0.0001 0.5344 0.0001 0.5420 0.0001 0.0415 1802.6215 0.1893 6.2872 0.3765 0.6385 0.4327 0.1348 1.0832 0.6385 1.1217 0.1348 1.3809 0.0001 0.6738 0.0001 0.6588 0.0001 0.6701 0.0001 0.4474 0.0001 0.6689 0.0001 
 0.1872 4.3901 2.6786 283.7393 0.9994 226.6512 0.9094 283.7393 0.1088 848.9778 0.1146 571.7639 0.8773 0.4151 0.8879 0.4151 9.7625 0.0001 10.0379 0.0001 0.0456 1671.1445 0.2628 9.5258 0.5834 0.9955 0.6692 0.0210 8.7005 0.0210 8.8314 0.0210 3.5876 2.6523 1.6262 2.6523 1.6121 2.6523 1.7077 0.0001 1.8446 0.0001 1.2605 0.0001 
 0.0044 0.0001 0.0365 49.7288 0.0032 3.8536 0.0127 49.7288 0.0106 103.2636 0.0111 36.3114 0.0301 0.0001 0.0303 0.0001 0.1644 0.0001 0.1577 0.0001 0.0040 529.5961 0.0061 0.0001 0.0252 0.0001 0.0263 0.0001 0.1717 0.0001 0.1761 0.0001 0.0036 0.0001 0.0013 0.0001 0.0014 0.0001 0.0013 0.0001 0.0055 0.0001 0.0052 0.0001 
 0.3924 9.3350 11.3097 651.9801 3.3195 512.4229 4.0560 651.9801 0.2079 2060.5972 0.2178 1099.0888 1.9415 5.3247 1.9743 5.3247 11.2911 0.0001 11.4966 0.0001 0.0884 4132.6939 4.1302 44.9528 3.4043 11.1917 3.5306 3.3888 13.4774 8.0628 13.4156 4.5424 15.5540 32.5901 9.5702 32.5901 9.5107 32.5901 10.8229 0.0001 6.7954 0.0001 5.7162 0.0001 
 0.3099 4.9834 5.6086 341.9490 1.9683 232.1238 1.9131 341.9490 0.1581 1544.2046 0.1667 897.8018 0.9506 4.3602 0.9593 4.3602 4.9014 3.2947 4.9461 3.2947 0.0656 2539.1072 0.8422 13.9760 1.4812 1.9394 1.6235 1.2996 11.7414 0.0539 12.1409 0.0539 7.9510 5.8134 3.4122 5.8134 3.3649 5.8134 3.7898 0.0001 4.0571 0.0001 2.8142 0.0001 
 0.2004 1.3724 2.1386 171.8708 0.5655 79.3074 0.7375 171.8708 0.0858 710.7759 0.0891 389.8189 0.5145 0.0001 0.5181 0.0001 0.8238 0.0001 0.8201 0.0001 0.0369 2325.0308 0.1211 22.9364 0.6338 1.0993 0.6988 0.7991 1.6717 0.0001 1.7639 0.0001 0.4258 0.0001 0.1040 0.0001 0.1039 0.0001 0.1034 0.0001 0.2044 0.0001 0.2681 0.0001 
 0.0369 0.0001 0.8540 121.9624 0.1101 75.4646 0.2898 124.2203 0.0509 468.8731 0.0529 301.3063 0.1654 0.0001 0.1674 0.0001 0.3595 0.0001 0.3572 0.0001 0.0214 1242.4239 0.0473 4.1313 0.1714 0.0001 0.1828 0.0001 0.4375 0.0001 0.4668 0.0001 0.1790 0.0001 0.0311 0.0001 0.0314 0.0001 0.0313 0.0001 0.0690 0.0001 0.0539 0.0001 
 0.3225 4.4473 4.9946 266.8302 1.1165 235.2172 1.6429 267.5752 0.1552 1373.9698 0.1660 981.5667 0.6544 0.3661 0.6622 0.3661 0.9070 0.0001 0.9129 0.0001 0.0638 2535.1159 0.7210 12.2408 0.9980 0.0001 1.1536 0.0001 1.5687 0.0337 1.6968 0.0001 12.0716 0.0001 7.3370 0.0001 7.8346 0.0001 7.1729 0.0001 2.2913 0.0001 1.6381 0.0001 
 0.3758 5.4661 8.8373 517.3704 2.7900 420.1618 3.0061 517.3704 0.2076 1601.5801 0.2303 967.5223 3.2195 3.7869 3.2169 3.7869 6.5995 2.4001 6.7146 2.4001 0.0859 2744.6442 1.3094 65.5436 2.1914 20.7140 2.3792 8.7133 18.0980 14.5605 18.4651 8.0556 28.8093 21.6274 16.6353 21.6274 17.4032 21.6274 18.0842 0.0001 4.8180 0.0001 5.8738 0.0001 
 0.2241 2.4255 2.5397 309.3190 0.8671 238.6621 0.9189 309.3190 0.1060 994.5724 0.1170 571.5689 0.4191 1.7382 0.4257 1.7382 0.8027 0.0001 0.8004 0.0001 0.0444 2036.3301 0.5514 6.7086 0.5718 0.0001 0.7733 0.0001 1.4147 0.0001 1.6964 0.0001 1.9096 0.0001 1.2545 0.0001 1.3260 0.0001 1.2249 0.0001 0.3022 0.0001 0.4324 0.0001 
 0.0715 0.2904 2.6377 223.4611 0.7008 125.1651 0.8936 224.1659 0.0978 820.2462 0.1017 503.4303 0.4219 0.0001 0.4248 0.0001 2.3507 0.0001 2.2314 0.0001 0.0406 2405.6495 0.0935 10.5198 0.6100 1.2015 0.6273 0.0001 2.5638 0.7668 2.6558 0.0001 0.5265 2.3682 0.1290 2.3682 0.1415 2.3682 0.2821 0.0001 0.3403 0.0001 0.3867 0.0001 
 0.0462 0.0001 0.7091 198.8382 0.0581 92.5884 0.2409 198.8382 0.0499 655.9877 0.0530 455.4080 0.3357 0.0001 0.3371 0.0001 0.8104 0.0001 0.8157 0.0001 0.0198 1010.9495 0.0565 7.7803 0.2077 2.6113 0.2255 0.5840 0.6099 6.6330 0.6032 2.0297 0.3567 0.0001 0.1265 0.0001 0.1259 0.0001 0.1263 0.0001 0.0865 0.0001 0.2593 0.0001 
 0.3217 0.0001 3.3958 204.9721 0.2782 158.7715 1.0673 204.9721 0.1477 1266.1875 0.1600 1060.0965 0.3168 11.6759 0.3267 11.6759 0.6304 11.6759 0.6458 11.6759 0.0586 2248.3522 0.6881 4.7455 0.2755 0.0001 0.4461 0.0001 1.4414 0.0001 1.5327 0.0001 17.0622 4.0226 11.6246 4.0226 11.7367 4.0226 11.6555 0.0001 14.5314 0.0001 10.2855 0.0001 
 0.0952 3.1011 1.6426 448.0850 0.1726 236.3305 0.5546 448.0850 0.0811 931.8143 0.0901 580.5737 0.4739 2.4876 0.4767 2.1221 1.6911 0.0001 1.6878 0.0001 0.0354 1477.6420 0.2122 5.5343 0.5726 0.0001 0.6179 0.0001 3.2778 0.3969 3.5614 0.3494 1.8673 10.1473 1.3522 10.1473 1.3745 10.1473 1.6013 0.0001 2.7781 0.0001 2.0410 0.0001 
 0.0163 1.5518 0.2653 80.3984 0.0213 21.3214 0.0940 80.3984 0.0263 247.9451 0.0273 122.2107 0.1372 0.0001 0.1375 0.0001 0.2506 0.0001 0.2505 0.0001 0.0113 1206.0307 0.0227 4.6795 0.1427 1.1108 0.1481 1.1108 0.4612 0.1825 0.4784 0.1825 0.0380 0.0001 0.0146 0.0001 0.0138 0.0001 0.0139 0.0001 0.0399 0.0001 0.2848 0.0001 
 0.0866 0.0001 0.6745 66.6522 0.1021 57.9156 0.2165 66.6522 0.0600 596.6390 0.0653 437.4385 0.1797 0.5307 0.1847 0.5307 0.6203 0.5307 0.6655 0.5307 0.0256 794.7335 0.4908 23.6729 0.1523 0.5307 0.2139 0.5307 0.6894 0.5307 0.7442 0.5307 2.1131 10.9127 1.5808 10.9127 1.5952 10.9127 1.6604 0.0001 0.3984 0.0001 0.3834 0.0001 
 0.0223 0.0001 0.1994 39.8062 0.0200 30.3072 0.0711 39.8062 0.0254 236.2242 0.0267 145.1235 0.1256 0.0001 0.1261 0.0001 0.3848 0.0001 0.3893 0.0001 0.0101 642.5521 0.0240 0.0001 0.1297 0.4937 0.1354 0.0001 0.4746 0.4937 0.5008 0.0001 0.0570 0.0001 0.0177 0.0001 0.0175 0.0001 0.0178 0.0001 0.0298 0.0001 0.1112 0.0001 
 0.0913 0.6140 1.8370 143.6855 0.5793 127.0165 0.6094 143.6855 0.0928 860.0399 0.1119 580.2411 0.6802 1.3628 0.6827 1.3628 3.6286 0.0963 3.4036 0.0963 0.0384 1270.8833 0.3658 11.0476 0.4514 3.6380 0.6642 0.0001 6.8206 3.6380 7.2070 0.0001 8.1764 2.1854 3.5097 2.1854 3.7488 2.1854 4.1899 0.0001 0.9666 0.0001 1.5356 0.0001 
 0.6064 3.7167 8.6772 449.4305 2.4180 364.8736 2.9161 450.7564 0.2033 1805.7956 0.2328 1261.9869 1.2477 16.7451 1.2715 16.6634 7.9602 2.5889 8.0360 2.5889 0.0841 2719.5272 2.7221 36.0754 2.3630 4.2258 3.3877 4.1324 15.6868 2.7506 16.6717 2.6974 32.8585 5.2797 9.5763 5.2797 9.6756 5.2797 11.7887 0.0001 3.3486 0.0001 3.6076 0.0001 
 0.5624 6.0566 14.8314 318.0578 9.3269 240.1315 4.9222 318.0578 0.2536 2075.1992 0.2718 1192.4058 13.3135 4.6263 13.3008 4.6263 18.0708 3.3132 18.0077 3.3132 0.1055 3687.5175 3.9602 53.7494 12.3862 4.7427 13.0106 4.0292 13.3155 2.8489 13.9622 2.1879 18.2866 8.4865 9.8920 8.4865 9.9699 8.4865 10.0618 0.0001 5.1150 0.0001 3.4109 0.0001 
 0.2890 0.0001 1.7233 124.8932 0.8148 53.9689 0.5725 124.8932 0.0891 886.0550 0.0959 610.6467 0.3145 0.7938 0.3221 0.7938 0.6105 0.7938 0.6355 0.7938 0.0371 1493.8371 0.7998 4.9244 0.6117 0.0001 0.8722 0.0001 0.8242 0.0001 1.0891 0.0001 2.2978 0.0001 1.4755 0.0001 1.4734 0.0001 1.4938 0.0001 0.4249 0.0001 0.5743 0.0001 
 0.1807 4.6996 9.0283 461.8465 2.8581 216.3298 3.0316 461.8465 0.1934 1877.0885 0.2044 1193.4924 1.9097 0.8972 1.9061 0.8972 5.5946 0.0806 5.7857 0.0806 0.0825 3309.2325 0.4756 17.5139 1.4198 3.0989 1.5632 2.5042 6.4916 1.9704 6.7736 1.3757 3.1358 0.7687 1.7602 0.7687 1.7715 0.7687 2.1206 0.0001 1.6391 0.0001 1.6106 0.0001 
 0.2515 0.2447 3.0457 117.6885 0.5432 97.3616 1.0524 115.0606 0.1172 771.7822 0.1355 502.0401 0.5874 0.0001 0.5915 0.0001 2.7762 0.0001 2.7078 0.0001 0.0484 1823.3506 0.8160 12.3039 0.6724 0.7855 0.9510 0.1033 1.7537 0.6822 2.0880 0.0001 3.5255 1.8590 2.7193 1.8590 2.6558 1.8590 2.8704 0.0001 0.6948 0.0001 1.3654 0.0001 
 0.1343 0.0001 2.7933 205.6737 0.6277 137.1565 0.9250 205.6737 0.1042 947.4423 0.1174 484.7511 0.6442 0.0001 0.6501 0.0001 8.7673 0.8890 8.0756 0.8890 0.0446 2035.4019 0.1967 11.6048 0.5761 0.9324 0.6291 0.0001 10.2970 0.9324 10.5254 0.0001 1.7134 2.1108 0.8790 2.1108 0.9023 2.1108 1.0132 0.0001 1.8934 0.0001 1.3067 0.0001 
 0.1674 0.8542 3.8478 392.7003 0.9287 273.8013 1.2960 392.7003 0.1380 1389.5764 0.1491 1023.3178 0.6635 1.5119 0.6700 1.5119 2.0325 0.6577 1.9435 0.6577 0.0563 2095.9387 0.8874 70.6115 0.6335 1.0483 0.7440 0.8542 2.8979 0.7961 3.0142 0.6019 8.6946 13.3843 4.4890 13.3843 4.5563 13.3843 5.2565 0.0001 1.5957 0.0001 1.8839 0.0001 
 1.7547 9.1968 8.3809 343.6844 4.0590 280.1392 2.8319 343.6844 0.2032 1895.5952 0.2431 1238.1429 5.0342 6.3022 5.0425 6.3022 13.2201 3.8255 13.5583 3.8255 0.0833 2870.4612 29.4271 50.1609 5.3095 18.3779 6.3521 13.8262 39.1120 2.9957 40.0687 2.9957 70.5521 13.2029 34.6164 13.2029 33.3617 13.2029 34.9743 0.0001 9.0965 0.0001 8.5706 0.0001 
 0.1234 1.6439 3.2244 457.0073 0.5682 290.5709 1.1031 457.0073 0.1136 1212.5988 0.1199 715.6096 0.7861 0.7064 0.7868 0.7064 16.0516 0.0001 16.1470 0.0001 0.0478 2244.6956 0.1913 14.5469 1.6992 0.0001 1.7349 0.0001 21.1279 0.3886 21.5038 0.3886 2.8113 19.4091 1.6831 19.4091 1.7864 18.5483 2.1148 0.0001 2.6057 0.0001 1.3795 0.0001 
 0.0513 0.0001 1.7784 274.3298 0.1591 57.6998 0.5977 274.3298 0.0805 577.9662 0.0860 358.9037 0.4553 0.0001 0.4560 0.0001 3.7453 0.0001 3.6768 0.0001 0.0340 1722.3707 0.0876 2.6555 0.2152 0.9456 0.2351 0.1480 2.8376 0.0001 2.8782 0.0001 0.2593 1.5770 0.1113 1.5770 0.1282 1.5770 0.1310 0.0001 0.2883 0.0001 0.4365 0.0001 
 0.5723 2.3248 2.0496 113.7712 0.6518 100.1026 0.6927 113.7712 0.1024 888.0908 0.1117 669.1468 0.9266 3.2920 0.9392 3.2920 4.5491 3.2920 4.2127 3.2920 0.0429 1625.4094 4.5952 27.1532 0.8265 15.4770 2.7468 11.4694 7.9792 3.0106 8.7268 3.0106 18.5519 11.3255 8.6737 11.3255 8.5075 11.3255 8.8546 0.0001 5.4734 0.0001 4.8152 0.0001 
 0.1116 3.3742 6.1344 537.5033 2.2393 331.2258 2.1778 538.2524 0.1495 1224.1774 0.1567 773.2590 1.1952 0.9476 1.1987 0.9476 5.7135 0.9476 5.5160 0.9476 0.0632 3397.3995 0.2338 21.0536 0.9577 2.3168 1.0043 1.9697 4.4517 1.3167 4.3849 1.3167 1.1773 5.7136 0.5383 5.7136 0.5815 5.7136 0.7428 0.0001 0.4164 0.0001 0.5379 0.0001 
 0.1221 1.8557 4.4968 263.1774 0.6002 84.7534 1.5209 263.1774 0.1178 1060.0639 0.1224 444.4905 0.8826 0.5681 0.8829 0.5681 2.0659 0.0001 2.2005 0.0001 0.0507 3735.2257 0.2383 7.9914 1.6244 0.4308 1.6692 0.4308 2.5140 0.4308 2.5499 0.4308 0.6368 3.6646 0.3190 3.6646 0.3279 3.6646 0.8171 0.0001 0.7702 0.0001 0.9059 0.0001 
 0.1624 0.4702 6.1151 202.9813 0.3331 42.2902 1.8915 202.9813 0.2009 2209.3688 0.2064 2077.0780 0.5067 0.0001 0.5139 0.0001 1.4848 0.0001 1.5868 0.0001 0.0751 2004.9618 0.2826 3.4164 0.3530 0.4702 0.4212 0.4702 1.3262 0.0001 1.4338 0.0001 6.0642 1.8671 2.8785 1.8671 2.8447 1.8671 3.0685 0.0001 0.7277 0.0001 0.5618 0.0001 
 0.4057 1.1285 3.5119 208.8212 1.2589 125.7977 1.1437 208.8212 0.1346 1433.9470 0.1515 1028.3494 1.0212 3.7595 1.0330 3.7595 2.2637 0.0001 2.2891 0.0001 0.0542 2182.3808 9.1055 27.5509 1.8316 0.5392 2.0882 0.5392 2.0713 4.0884 2.4349 0.2445 17.5041 0.0001 7.6121 0.0001 7.7757 0.0001 7.8055 0.0001 2.1208 0.0001 2.4217 0.0001 
 0.2489 1.2801 2.8676 274.6804 1.0929 241.5059 0.9553 274.6804 0.1104 902.8074 0.1180 587.3426 0.5937 0.0001 0.5970 0.0001 1.0304 0.0001 1.0531 0.0001 0.0465 1882.3675 0.3141 12.8580 0.7802 0.0001 0.9241 0.0001 1.6825 0.0001 1.8580 0.0001 4.3660 0.0001 2.3905 0.0001 2.4177 0.0001 2.3188 0.0001 1.5651 0.0001 1.2226 0.0001 
 0.0916 0.5022 2.8977 405.5325 1.5699 237.3111 0.9945 399.2144 0.1035 996.1264 0.1081 567.8955 0.5561 0.0001 0.5604 0.0001 3.2219 0.0001 3.4995 0.0001 0.0433 2562.2568 0.1197 11.3015 0.7633 2.5040 0.8031 1.6232 2.3173 2.5040 2.3952 1.6232 0.6288 1.5015 0.1721 1.5015 0.1819 1.5015 0.4836 0.0001 0.3093 0.0001 0.4731 0.0001 
 0.0959 2.6433 3.1576 401.5436 0.3737 232.8063 1.0933 401.5436 0.1093 1054.7444 0.1144 655.4163 0.8915 0.0001 0.8987 0.0001 1.6111 0.0001 1.6060 0.0001 0.0455 2154.6219 0.1558 17.4420 0.6232 2.1385 0.6683 1.5726 3.5300 1.5021 3.8453 1.5021 1.2465 0.0001 0.5578 0.0001 0.5521 0.0001 0.5631 0.0001 1.1753 0.0001 0.5159 0.0001 
